438843,1856,51541192
922593,79,1954374
864184,79,1833192
1281191,79,1865525
1077748,83,2927132
1139191,80,2166926
382076,80,1997985
1020443,82,2444861
655492,81,2278446
487339,80,2135082
523097,81,2401469
430783,82,2664956
704897,80,2038442
383245,81,2314538
333892,81,2212556
359535,81,2213616
324502,81,2230771
266213,80,2176210
328520,80,2130591
627390,80,1987160
493029,82,2480107
218943,80,2052978
221910,84,3015622
464041,80,2018653
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
306083,135
46216,63
140048,34
387467,21
547275,15
453487,2
-1,-1
340879,500
-1,-1
93150,549
50494,234
-1,-1
-1,-1
-1,-1
596240,34
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
116502,17
-1,-1
-1,-1
97706,124
380508,14
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
93142,12
-1,-1
127131,49
-1,-1
-1,-1
-1,-1
68072,166
145662,8
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
574960,124
158756,18
-1,-1
