86720,2206,252635098
364726,98,12656985
366139,95,9431752
463383,99,13130100
334069,99,18939341
497069,98,12942219
200654,91,6185417
267985,99,13945434
128927,99,13521073
184527,98,12128154
302238,92,7090605
231706,91,6422711
324599,97,11076270
188107,97,10878381
119759,94,8588922
117223,98,12368015
116156,97,10751545
119580,91,6209163
198646,91,6436853
190553,97,10904189
66686,99,17440536
104032,93,7288408
26943,99,15683280
107184,94,8615745
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
45012,844
17333,218
62358,98
105628,141
46210,299
170736,22
34437,66
415229,500
-1,-1
-1,-1
69763,262
-1,-1
-1,-1
-1,-1
-1,-1
107233,455
140006,9
-1,-1
102276,40
-1,-1
96258,178
-1,-1
-1,-1
145037,33
244644,11
-1,-1
251371,25
-1,-1
-1,-1
-1,-1
111908,25
-1,-1
274487,69
127141,223
71747,229
48768,117
152864,59
248284,120
54660,3055
231158,5
88875,123
-1,-1
42975,5
-1,-1
99550,5
-1,-1
65471,19
-1,-1
285715,12
-1,-1
84273,81
282701,17
-1,-1
-1,-1
29215,370
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
254056,5
76211,66
109735,7
-1,-1
-1,-1
-1,-1
-1,-1
136222,18
391743,83
633190,136
81260,126
371073,33
