108222,2222,287997529
574297,94,8342677
564692,92,6615048
705690,98,12699336
606581,99,13973507
795447,94,8272009
324436,88,4707910
613964,96,10186627
58552,99,17319127
91910,99,13788435
309807,95,9647558
141922,99,13045448
335699,99,13041303
25152,99,15299352
152335,95,9573692
71505,99,13913974
141460,99,13034693
103889,99,13038624
202230,96,9700731
386000,93,7566727
16586,99,37358506
93242,99,13041370
35184,99,16162944
153380,93,7667931
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
83041,721
22333,309
77579,115
123506,150
197450,137
357148,10
-1,-1
431356,503
-1,-1
84463,1123
25515,648
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
166566,61
-1,-1
717442,51
-1,-1
-1,-1
69260,197
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
268302,75
109600,416
256199,81
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
4772,401
-1,-1
-1,-1
170835,1725
-1,-1
-1,-1
141791,100
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
233056,50
-1,-1
-1,-1
-1,-1
83957,244
-1,-1
-1,-1
-1,-1
-1,-1
164893,94
-1,-1
-1,-1
-1,-1
224081,168
305013,5
-1,-1
-1,-1
240754,5
-1,-1
-1,-1
-1,-1
550630,51
99655,622
-1,-1
-1,-1
-1,-1
