150581,2146,206359370
586994,91,6052720
466496,92,7168877
388186,99,13664214
318797,99,20853767
187081,99,24841003
236532,90,5548863
285774,99,14171691
460974,94,7981404
266471,92,6969597
351473,91,6289716
213305,93,7536612
462604,91,5904205
286351,90,5791776
192440,90,5373351
157628,96,9782220
200381,90,5810399
151707,90,5464512
180562,95,8822299
306018,94,8194929
351363,93,7778555
120887,92,6615595
121010,96,10038628
140385,90,5704437
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
14280,1786
14509,314
5303,740
35730,386
69347,255
123221,36
48308,55
74615,959
21950,2625
116135,605
16680,650
-1,-1
106045,246
-1,-1
25541,54
109807,10
-1,-1
218441,269
9259,105
-1,-1
46100,223
-1,-1
91081,215
68441,6
44277,127
232492,20
268984,11
-1,-1
210887,34
141641,195
330856,99
126531,224
11423,66
-1,-1
14699,1546
54247,735
83913,216
285115,36
48670,272
517262,26
200694,1349
-1,-1
161853,58
212255,10
49294,5
176319,6
-1,-1
-1,-1
237054,6
170028,11
178380,45
-1,-1
117111,75
297304,18
-1,-1
-1,-1
105877,174
182644,16
68293,358
9460,187
-1,-1
-1,-1
-1,-1
-1,-1
160869,299
116123,44
127478,7
89107,1
85967,13
-1,-1
105295,68
74313,77
510177,50
1018790,62
20223,500
193769,502
