301152,2048,190242371
189903,99,15741899
514491,92,6990030
310116,99,15441696
215530,99,28233624
122538,99,35684372
416561,83,2918377
530242,97,11443647
670697,87,4191273
440580,87,4067117
344016,92,7162558
256791,92,6780100
410459,95,9221974
373136,88,4493809
431727,83,2925974
576836,81,2380741
339494,86,3783422
408272,81,2193945
433453,82,2617805
147128,99,13872025
594099,86,3611358
364686,79,1803367
523436,79,1912892
449192,83,2770366
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
41861,1067
14769,391
77584,105
71069,238
64080,285
153169,32
140271,16
-1,-1
-1,-1
-1,-1
242420,163
-1,-1
64014,537
200475,71
146900,397
-1,-1
121700,121
-1,-1
79266,600
313654,5
-1,-1
-1,-1
256421,142
158125,88
-1,-1
39501,151
249444,23
290638,11
-1,-1
20028,262
332433,35
150599,307
-1,-1
152025,25
8267,1442
293068,77
112767,344
29492,587
417398,24
131663,116
19511,1273
145105,1913
-1,-1
-1,-1
176675,44
185396,1
120519,73
-1,-1
-1,-1
40675,33
107448,101
86383,155
183902,21
62027,200
207510,28
-1,-1
-1,-1
25514,480
232862,12
263012,6
-1,-1
-1,-1
196337,23
-1,-1
-1,-1
-1,-1
149336,391
-1,-1
-1,-1
-1,-1
225526,5
133102,7
-1,-1
74745,92
67946,1125
339172,400
-1,-1
19814,559
497787,5
