62318,2251,491659941
60248,99,23043290
32412,99,22785939
38568,99,43037658
26308,99,67534535
26601,99,70693522
57019,99,13211398
19582,99,37313340
34716,99,19246695
146428,99,13068644
262440,95,9600166
115002,99,13046334
150514,99,13140393
63023,99,13795551
137603,92,6808131
80406,99,13205859
114008,98,12631593
107506,93,7378417
27037,99,17430610
16383,99,25220266
66865,99,17658877
102736,93,7829065
106385,97,10906431
75733,99,13073227
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
49595,813
24573,167
50420,123
79160,191
96185,200
30481,97
66442,35
204549,560
-1,-1
63860,1232
66217,277
30739,20698
35519,679
2213,5190
48248,109
34793,835
192121,6
36909,366
-1,-1
143077,384
26118,701
14520,175
126452,30
176078,25
52243,336
141651,30
49430,111
173504,134
174267,233
197163,105
88680,25
6770,1217
63210,614
269291,53
127100,118
14164,212
97649,146
270070,108
250064,958
62456,215
17981,486
26730,101
41801,5
45877,420
59865,31
-1,-1
276173,5
8774,603
75220,121
140621,25
200852,17
35262,58
-1,-1
13790,549
290711,65
41394,63
90455,236
-1,-1
55059,5
34356,163
18694,9
139087,348
5736,253
18464,270
76056,1
41247,20
68703,41
29700,373
49333,118
346842,126
236077,502
93800,110
129106,835
