64168,2206,669466964
3271,99,57077816
3059,99,44535293
4848,99,95072606
2677,99,123140750
5411,99,106659556
32589,99,13174645
5427,99,46155390
173935,99,13114735
57445,99,13540968
221495,95,9047747
159476,93,7833282
341378,91,6368409
58609,99,13523002
123450,90,5567238
125978,92,6837970
24644,99,13371743
115530,88,4784575
200563,89,5296990
1835,99,44971604
149640,99,13289392
108950,89,5270942
94812,93,7782551
66246,99,13049760
-1,-1
-1,-1
-1,-1
-1,-1
148228,4
120374,360
556896,4
449810,9
122751,101
375499,38
147121,21
5559,187
-1,-1
-1,-1
-1,-1
135041,116
5882,1529
7362,3000
-1,-1
139284,328
1919,190
17835,433
2831,620
5486,3216
4989,1483
3463,363
87378,39
119390,32
10023,988
11716,580
15279,222
856,4315
1394,3954
880,4350
59404,25
7563,1837
82270,308
7922,1005
261705,27
43070,258
32272,744
16414,4438
13993,714
22483,364
3603,18
673,5816
8552,408
13335,107
23572,35
7358,363
15098,472
36751,109
518,185
4228,519
84096,141
135694,9
140505,5
10222,563
3338,195
108494,385
2211,290
18831,127
-1,-1
11852,32
11954,659
3893,763
90649,722
337071,252
13849,473
43035,1969
