50601,2260,427780032
94138,99,18714517
109223,99,15568516
103394,99,22837287
93263,99,35739179
124938,99,28516001
153739,96,10417966
41011,99,26286213
27713,99,20450188
91110,99,13282663
77306,99,13241322
6357,99,27690729
4123,99,41014209
33718,99,14542886
102501,96,10182349
56317,99,13430513
12690,99,14409418
82986,95,9114726
14355,99,21396322
121801,99,13205597
37707,99,21092591
83995,95,9363223
16744,99,17529343
94781,96,9754274
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
12917,1636
9231,340
6546,555
18466,508
133741,150
59810,57
75625,26
271550,505
-1,-1
151226,284
9260,741
89865,252
159377,131
75011,17
22520,979
-1,-1
12709,772
8373,602
157888,265
52218,368
-1,-1
3918,548
186349,22
154151,52
187206,8
32893,140
66890,394
94929,387
69840,381
79486,25
8613,858
110257,326
4806,3660
30968,446
40270,123
191516,25
1208,5280
128143,1794
114987,56
121173,74
95224,2
85943,86
65544,21
-1,-1
-1,-1
75230,63
7378,1013
71218,53
18436,213
78472,42
12860,420
3151,1260
7260,150
110415,100
-1,-1
36009,10
-1,-1
-1,-1
26270,1652
3586,281
57321,44
-1,-1
185208,5
40419,101
42847,218
56151,77
209970,312
2714,1788
824,3087
94808,1092
