229360,2091,174053231
629598,91,5903032
593827,90,5511829
632555,98,12854885
414232,99,18085881
298457,99,18647536
402008,83,2848223
296083,99,14352932
502355,93,7208903
402642,87,4305214
417350,90,5545881
383773,88,4397641
448631,92,6800828
275137,93,7207166
353851,85,3378339
217956,93,7451683
191185,92,6571177
336738,82,2539794
434990,82,2452803
316862,94,8453346
126008,99,15045040
112424,95,8803482
383459,83,2675139
342378,84,3012477
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
304762,200
582953,7
612229,8
330025,39
209209,120
181595,25
448706,1
-1,-1
-1,-1
-1,-1
19489,653
-1,-1
-1,-1
262259,15
-1,-1
-1,-1
-1,-1
-1,-1
117373,463
249147,5
-1,-1
-1,-1
260518,100
336540,5
-1,-1
76945,68
-1,-1
-1,-1
-1,-1
493672,5
300048,46
296728,132
258009,68
28765,50
-1,-1
370204,33
449064,18
213126,59
149084,69
-1,-1
475534,37
446171,222
-1,-1
-1,-1
-1,-1
140473,1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
93873,125
-1,-1
-1,-1
156253,33
-1,-1
-1,-1
193217,116
-1,-1
65256,400
148113,7
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
252813,55
76158,77
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
607773,25
356731,353
101022,124
189241,566
