16366,2277,581815494
124981,99,17788053
44758,99,21172219
31860,99,52768246
31034,99,66635412
24513,99,76989464
7249,99,14852532
35867,99,31362692
22259,99,24751311
15592,99,24404459
12893,99,17900936
16152,99,19645429
26189,99,17566129
9183,99,17001153
26533,99,13768262
18739,99,17891016
3777,99,21722294
14142,99,14644037
49203,99,14962125
25953,99,23298555
40143,99,22320077
34774,99,13380435
11974,99,23552446
14449,99,13438212
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
10111,2112
9236,465
16701,371
58818,256
7083,621
2880,302
25200,97
79544,916
-1,-1
93055,844
120408,214
53518,8671
27542,831
12645,2691
27039,44
8263,1133
28583,328
59573,664
182586,7
41326,382
12554,676
130002,494
20445,843
41134,35
27218,195
158179,32
52411,356
57721,146
35675,151
71609,406
84129,465
66577,436
76547,25
63974,123
41819,855
57910,679
137007,115
125425,74
38138,327
133807,267
94227,2408
55404,276
27113,399
29993,153
9207,16
40617,555
43867,60
-1,-1
72407,19
11053,590
27670,422
60035,82
38061,234
50685,53
-1,-1
31350,251
137058,141
73452,45
43087,489
5208,252
31781,103
30097,91
48764,84
-1,-1
43375,1327
5246,266
33536,172
24962,2
106726,11
60039,107
107819,64
31486,228
174302,455
35454,680
19010,510
24565,3049
